Year,Type,Country,Activity,Injury,Species,Fatal (Y/N),SharkSpecie
2015.0,Unprovoked,USA,Boogie boarding,Minor lacerations to foot,4' shark,N,
2015.0,Unprovoked,USA,Playing,Lacerations to right calf,"Bull shark, 5'",N,bull shark
2015.0,Unprovoked,USA,Attempting to rescue a shark,Puncture wound to finger,small nurse shark,N,nurse shark
2015.0,Unprovoked,REUNION,Surfing,Left forearm bitten,"Bull shark, 2.5 m",N,bull shark
2015.0,Unprovoked,FRENCH POLYNESIA,Spearfishing,Lacerations to right forearm,1m to 1.2 m shark,N,
2015.0,Unprovoked,USA,Surfing,2 puncture wounds to  dorsum of left foot,5' shark,N,
2015.0,Unprovoked,USA,,Laceration to foot ,6' shark,N,
2015.0,Unprovoked,NEW CALEDONIA,Snorkeling,FATAL,"Bull shark, 3.5 m",Y,bull shark
2015.0,Unprovoked,AUSTRALIA,Surfing,Injuries to left arm & right hand,White shark,N,white shark
2015.0,Unprovoked,SOUTH AFRICA,Diving,"Injuries to leg, left arm & both hands","White shark, 3.5 m",N,white shark
2015.0,Unprovoked,USA,Wading,Lacerations to left calf,3- to 4-foot shark,N,
2015.0,Unprovoked,AUSTRALIA,Surfing,Leg severed at mid-thigh,"White shark, 6 m",N,white shark
2015.0,Unprovoked,AUSTRALIA,Surf skiing ,"No injury, knocked off ski","White shark, 3 m",N,white shark
2015.0,Unprovoked,USA,Photographing the shark,Lacerations to shoulder and left bicep,"Blue shark, 8 to 9 feet",N,blue shark
2015.0,Unprovoked,REUNION,Surfing,FATAL,Bull shark,Y,bull shark
2015.0,Unprovoked,USA,Spearfishing,Injuries to head & torso,Bull shark,N,bull shark
2015.0,Invalid,ITALY,Diving,"FATAL, but shark involvement prior to death unconfirmed",Shark involvement not cofirmed,,
2015.0,Invalid,BRAZIL,Surfing,Injury to left thigh from unidentified species of fish; injuries inconsistent with shark bite,No shark involvement,,
2015.0,Boating,SOUTH AFRICA,Kayak Fishing,No injury but kayak bitten,"White shark, 4 m",N,white shark
2015.0,Unprovoked,EGYPT,Swimming,FATAL,Mako shark,Y,mako shark
2015.0,Unprovoked,USA,Standing / Snorkeling,Lacerations to left forearm. Lacerations to left hand and thigh,"Tiger shark, 8 to 12 feet",N,tiger shark
2015.0,Unprovoked,FRENCH POLYNESIA,Hand feeding sharks,Hand bitten,Blacktip shark,N,blacktip shark
2015.0,Unprovoked,FRENCH POLYNESIA,Sitting in the water,Thigh bitten,Blacktip Reef shark ,N,blacktip shark
2015.0,Boating,ATLANTIC OCEAN,Transatlantic Rowing,"No injury, shark bit rudder",White shark,N,white shark
2015.0,Unprovoked,REUNION,Swimming,FATAL,"Tiger shark, 3.5 m",Y,tiger shark
2015.0,Unprovoked,AUSTRALIA,Surfing,FATAL,3.5 to 4 m shark,Y,
2015.0,Unprovoked,AUSTRALIA,Surfing,Laceration & puncture wounds to right flank & hip,2 m to  3 m shark,N,
2015.0,Unprovoked,AUSTRALIA,Bodysurfing,5 minor puncture wounds to lower left leg,1.8 m shark,N,
2015.0,Boating,AUSTRALIA,Rowing,"No injury, shark's teeth scratched hull","Bull shark, 1.3 m",N,bull shark
2015.0,Provoked,USA,Shark fishing,Lacerations to calf by hooked shark PROVOKED INCIDENT,4' shark,N,
2015.0,Boating,USA,Fishing,No injury but shark bit trolling motor & rammed boat,White shark,N,white shark
2015.0,Invalid,AUSTRALIA,Surfing & filming dolphins,Board snapped in two,Shark involvement not confirmed,,
2015.0,Boating,AUSTRALIA,Fishing,"Shark bumped boat, no injury to occupants",5 m shark,N,
2015.0,Unprovoked,AUSTRALIA,Filming,Bitten on hand & wrist,1.5 m shark,N,
2015.0,Invalid,USA,Swimming after falling overboard,"During his 16-hour swim to shore, he was circled by a shark but it did not injure him",No shark involvement,,
2015.0,Unprovoked,BAHAMAS,Snorkeling,Severe bite to right flank,White shark or oceanic whitetip shark,N,white shark
2015.0,Unprovoked,SOUTH AFRICA,Surfing,"Lacerations to lower left leg, puncture wounds to sole of left foot","Raggedtooth shark, 1.3 m",N,
2015.0,Unprovoked,USA,,Leg bitten,"""A small shark""",N,
2014.0,Unprovoked,AUSTRALIA,Surfing,Lacerations to both feet,2 m shark,N,
2014.0,Unprovoked,AUSTRALIA,Spearfishing,FATAL,"White shark, 4 to 5 m",Y,white shark
2014.0,Sea Disaster,GREECE,,"Of 9 bodies recovered, one was bitten by a shark",Shark involvement prior to death still to be determined,N,
2014.0,Invalid,SOUTH AFRICA,Swimming,Minor cuts on feet,Shark involvement not confirmed & highly unlikely,,
2014.0,Unprovoked,USA,Surfing,Injury to hip/leg,"White shark, 8' to 10'",N,white shark
2014.0,Provoked,AUSTRALIA,Fishing,Laceration to calf when he fell on shark he had caught PROVOKED INCIDENT,1.5 m shark,N,
2014.0,Unprovoked,JAPAN,Diving / Filming,"No injury, shark snagged its teeth in diver's suit",Goblin shark,N,
2014.0,Unprovoked,AUSTRALIA,Spearfishing,FATAL,Tiger shark,Y,tiger shark
2014.0,Boating,AUSTRALIA,Fishing,"Shark chasing fish bumped boat, no injury to occupants",White shark,N,white shark
2014.0,Boating,USA,,"Shark bumped boat, no injury to occupants",White shark,N,white shark
2014.0,Unprovoked,USA,Surfing,Laceration to left hand,2' shark,N,
2014.0,Unprovoked,USA,Snorkeling,Laceration to left upper leg,1.5 m shark,N,
2014.0,Unprovoked,USA,Surfing,Lacerations to fingers,"Tiger shark, 12'",N,tiger shark
2014.0,Unprovoked,USA,Stand-Up Paddleboarding,"No injury, paddleboard bitten",Tiger shark,N,tiger shark
2014.0,Unprovoked,USA,Surfing,"No injury, surfboard bitten",12' to 14' shark,N,
2014.0,Unprovoked,AUSTRALIA,Surfing,"Lacerations to left calf & ankle, puncture wounds to left foot",1 m shark,N,
2014.0,Unprovoked,USA,Standing in inner tube,Lacerations to left foot,"Bull shark, 3' to 4'",N,bull shark
2014.0,Unprovoked,USA,Surfing,Foot bitten,Blacktip shark,N,blacktip shark
2014.0,Unprovoked,USA,Surfing,Foot bitten,Blacktip shark,N,blacktip shark
2014.0,Boating,USA,Kayaking,"No injury to occupant, shark/s holded  kayak","White shark, 18' to 20'",N,white shark
2014.0,Boating,USA,Kayaking ,"No injury to occupant, shark/s holded  kayak",White shark,N,white shark
2014.0,Unprovoked,USA,Surfing,Lacerations to knee,8' to 10' shark,N,
2014.0,Unprovoked,AUSTRALIA,Surfing,"Left arm & right hand severed, lacerations to both legs","2 white shark: 13' & 9""8""",N,white shark
2014.0,Unprovoked,FRENCH POLYNESIA,Feeding fish,Thumb & finger nipped,Blacktip shark,N,blacktip shark
2014.0,Invalid,USA,Surfing,"A hoax, no shark involvement",No shark involvement,,
2014.0,Unprovoked,AUSTRALIA,Swimming,FATAL,7' shark,Y,
2014.0,Unprovoked,USA,Fishing ,Leg bitten,Bull shark,N,bull shark
2014.0,Boating,USA,Kayaking ,"No injury, shark bit kayak","White shark, 12' to 14'",N,white shark
2014.0,Provoked,USA,Fishing,Bitten twice on the leg by a shark he was attempting to free from his line PROVOKED INCIDENT,3' to 4' shark,N,
2014.0,Unprovoked,USA,Body surfing,Injury to left calf,Spinner shark,N,
2014.0,Unprovoked,USA,Surfing,Lacerations to shin,Spinner shark or blacktip shark,N,blacktip shark
2014.0,Invalid,USA,,Shark involvement not confirmed,Shark involvement not confirmed,,
2014.0,Unprovoked,SPAIN,Swimming,Minor lacerations to posterior lower leg,small shark,N,
2014.0,Unprovoked,USA,Surfing,Laceration to left hand,4' to 6' shark,N,
2014.0,Provoked,USA,Fishing for sharks,Lacerations to forearm from hooked shark PROVOKED INCIDENT,"Bull shark, 4.5' ",N,bull shark
2014.0,Unprovoked,USA,Kite boarding,Laceration to left foot,4' shark,N,
2014.0,Unprovoked,AUSTRALIA,Spearfishing,Lacerations to face and neck,reef shark,N,
2014.0,Unprovoked,USA,Standing,Puncture wounds and lacerations to left thigh and knee," Bull shark, 8'",N,bull shark
2014.0,Unprovoked,BAHAMAS,Spearfishing,Puncture wounds to right foot and ankle,"Bull shark, 9' to 10'",N,bull shark
2014.0,Unprovoked,USA,Swimming,Minor lacerations to left heel and big toe," Bull shark, 5'",N,bull shark
2014.0,Unprovoked,USA,Boogie boarding,Lacerations to right leg & foot,4' tp 5' shark,N,
2014.0,Unprovoked,SOUTH AFRICA,Surfing,Lower limbs & thigh bitten,White shark,N,white shark
2014.0,Invalid,,Sea disaster,Shark involvement prior to death not confirmed,Shark involvement not confirmed,,
2014.0,Unprovoked,USA,Swimming,Left foot bitten,Possibly juvenile tiger shark,N,tiger shark
2014.0,Unprovoked,REUNION,Surfing,Lacerations to right wrist & calf,1.8 metre shark,N,
2014.0,Unprovoked,SPAIN,Wading,Minor injury,Angel shark,N,
2014.0,Unprovoked,USA,Swimming,Lacerations to left foot,6' to 8' shark,N,
2014.0,Unprovoked,USA,Swimming,Puncture wounds to foot,4' shark,N,
2014.0,Invalid,BAHAMAS,Shark diving,"Missing after a dive, shark involvement considered probable, but not confirmed",Shark involvement not confirmed,,
2014.0,Provoked,USA,Swimming,PROVOKED INCIDENT Torso bitten by shark hooked by an angler," White shark, 7' ",N,white shark
2014.0,Unprovoked,USA,Body surfing,Right hand bitten,4' to 5' shark,N,
2014.0,Boat,ST. MARTIN,Transatlantic Rowing,His boat was holed by a shark,Oceanic whitetip shark',N,whitetip shark
2014.0,Unprovoked,BAHAMAS,Spearfishing,No injury but shark took his pole spear,"Caribbean reef shark, 7' to 8'",N,
2014.0,Provoked,AUSTRALIA,Petting a shark,Lacerations to right hand by captive shark PROVOKED INCIDENT," Lemon shark, 3.5 m",N,lemon shark
2014.0,Unprovoked,USA,Standing,"Abrasion to right hand, lacerations to left forearm"," Sandbar shark, 3' to 4'",N,sand tiger
2014.0,Unprovoked,AUSTRALIA,Body boarding,Minor injury to torso,"Bronze whaler shark, 1.5m",N,
2014.0,Unprovoked,USA,Swimming,Laceration to right lower leg,Bull shark,N,bull shark
2014.0,Unprovoked,USA,Tagging sharks,Laceration to left hand,Blacktip Reef shark ,N,blacktip shark
2014.0,Unprovoked,AUSTRALIA,Fell into the water,Lacerations to legs," Bull shark, 1.2m ",N,bull shark
2014.0,Unprovoked,FRANCE,Scuba diving,Lacerations to left thigh and hip,3m shark,N,
2014.0,Provoked,AUSTRALIA,Teasing a shark,Cut to tip of finger by a captive shark PROVOKED INCIDENT," Tawney nurse shark, 1m",N,nurse shark
2014.0,Unprovoked,AUSTRALIA,Surfing,"No injury, but surfboard severely damaged"," white shark, 15' ",N,white shark
2014.0,Unprovoked,USA,Surfing,Puncture wounds to right thigh,Shark involvement not confirmed,N,
2014.0,Invalid,USA,Diving,"No injury. No attack. 12' white shark appeared curious, not aggressive & departed when prodded by spear",No shark involvement,,
2014.0,Unprovoked,USA,Swimming,Lacerations to left foot,4' to 5' shark,N,
2014.0,Unprovoked,SOUTH AFRICA,Diving,4-inch laceration to arm,Cow shark,N,
2014.0,Unprovoked,USA,Surfing,Laceration to right hand and cuts on fingertips,3' shark,N,
2014.0,Unprovoked,AUSTRALIA,Spearfishing,Minor injury,reef shark?,N,
2014.0,Boat,SOUTH AFRICA,Shark watching,"No injury to occupants, shark bit pontoon",White shark,N,white shark
2014.0,Provoked,SOUTH AFRICA,Fishing,Lacerations to leg & hand by hooked shark PROVOKED INCIDENT," Raggedtooth shark, 2m",N,
2014.0,Unprovoked,AUSTRALIA,Swimming,FATAL,3 m to 4 m white shark,Y,white shark
2014.0,Invalid,AUSTRALIA,Diving for lobsters,Shark bites may have been post mortem,Shark involvement prior to death not confirmed,,
2014.0,Unprovoked,SOUTH AFRICA,Swimming,FATAL,2 m shark,Y,
2014.0,Unprovoked,USA,Kite Surfing,Lacerations to left forearm,4' to 5' shark,N,
2014.0,Invalid,AUSTRALIA,,"Injuries to wrist/hand by a mackerel, not a shark",No shark involvement,,
2014.0,Unprovoked,AUSTRALIA,Swimming,Minor lacerations to foot,Wobbegong shark,N,
2014.0,Invalid,CAYMAN ISLANDS,Scuba diving / culling lionfish,"Caribbean reef shark buzzed him. No injury, no attack. ",Invalid,,
2014.0,Unprovoked,USA,Surfing,Lacerations to toes,Blacktip or spinner shark?,N,blacktip shark
2014.0,Unprovoked,FRENCH POLYNESIA,Kitesurfing,Lacerations to lower leg,Blacktip reef shark ,N,blacktip shark
2014.0,Unprovoked,NEW ZEALAND,Surfing,Lacerations to leg,7-gill shark?,N,
2014.0,Provoked,AUSTRALIA,Fishing,Lacerations to ring and pinky fingers of his left hand by hooked shark PROVOKED INCIDENT,1m shark,N,
2014.0,Unprovoked,NEW ZEALAND,Spearfishing,Minor injury to left lower leg & heel,7-gill shark,N,
2014.0,Unprovoked,USA,Free diving / Photographing pilot whales,"""Minor laceration to shoulder""",Oceanic whitetip shark,N,whitetip shark
2014.0,Boating,NEW ZEALAND,Filming a documentary,"No injury to occupants, shark nudged and bit boat","White shark, 6 m",N,white shark
2013.0,Unprovoked,NEW CALEDONIA,Snorkeling,Leg bitten,Reported to involve a bull shark,N,bull shark
2013.0,Unprovoked,SOUTH AFRICA,Surfing,Injuries to left thigh,"White shark, 3m ",N,white shark
2013.0,Unprovoked,USA,Boogie boarding,Lacerations to right hand & knee,"Tiger shark, 10' to 12'",N,tiger shark
2013.0,Unprovoked,USA,Surfing,Right foot bitten,4' to 6' shark,N,
2013.0,Unprovoked,AUSTRALIA,Surfing,"Puncture wounds to hand, laceration to leg"," Wobbegong shark, 1.6 to 1.8m ",N,
2013.0,Unprovoked,AUSTRALIA,Body boarding,FATAL,"Tiger shark, 3m ",Y,tiger shark
2013.0,Unprovoked,AUSTRALIA,Surfing,FATAL,Thought to involve a white shark,Y,white shark
2013.0,Unprovoked,USA,Surfing,"No injury, board bitten","White shark, 10 '",N,white shark
2013.0,Unprovoked,AUSTRALIA,Surfing,"No injury, board bumped by shark",Reported to involve a white shark,N,white shark
2013.0,Unprovoked,USA,Kiteboarding,Severe bite to right calf & anklel,Tiger shark,N,tiger shark
2013.0,Unprovoked,AUSTRALIA,Snorkeling,Lacerations to right arm,"Blacktip reef shark, 1m",N,blacktip shark
2013.0,Unprovoked,REUNION,Body boarding,Right leg severed,Thought to involve a bull shark,N,bull shark
2013.0,Unprovoked,AUSTRALIA,Diving for crayfish,"No injury, swim fin shredded",Reported to involve a 4 m white shark,N,white shark
2013.0,Unprovoked,AUSTRALIA,Surfing,Injuries to right foot,Wobbegong shark,N,
2013.0,Unprovoked,USA,Diving ,"3"" laceration to left hip","Whitetip reef shark, 4' to 6'",N,whitetip shark
2013.0,Unprovoked,USA,Surfing,"No injury, shark bit surfboard",Tiger shark,N,tiger shark
2013.0,Unprovoked,USA,Wading,Bitten on left calf & foot,Nurse shark?,N,nurse shark
2013.0,Unprovoked,SOUTH AFRICA,Swimming / snorkeling,FATAL,White shark,Y,white shark
2013.0,Unprovoked,AUSTRALIA,Diving for Abalone,"Injuries to torso, head and face",White shark,N,white shark
2013.0,Unprovoked,USA,Surfing,Laceration to thigh,"White shark, 8' to 10'",N,white shark
2013.0,Unprovoked,USA,Wading,Lacerations to  right forearm,Small bull shark,N,bull shark
2013.0,Unprovoked,USA,Swimming,Lacerations to right foot,Bull shark,N,bull shark
2013.0,Unprovoked,USA,Surfing,Heel bitten,3' shark,N,
2013.0,Provoked,USA,Surfing,Foot bitten when he accidentally jumped onto the shark PROVOKED INCIDENT,3' shark,N,
2013.0,Unprovoked,USA,Standing,"Minor injury, shin bitten",3' shark,N,
2013.0,Provoked,USA,,Arm bitten by captive shark PROVOKED INCIDENT,Nurse shark,N,nurse shark
2013.0,Unprovoked,USA,Casting a net,Lacerations to left calf,4' shark,N,
2013.0,Unprovoked,BAHAMAS,Spearfishing,Lower left leg bitten,Blacktip shark,N,blacktip shark
2013.0,Unprovoked,USA,Swimming,Foot bitten,Salmon shark,N,
2013.0,Invalid,USA,Marathon swimming,"Puncture wound to torso. Reported as a bite by a leopard shark, the tooth fragment appears to be that of a bony fish",No shark involvement,,
2013.0,Provoked,FRANCE,Longline fishing for sharks,Laceration to right arm from hooked shark  PROVOKED INCIDENT,"Mako shark, 5'",N,mako shark
2013.0,Unprovoked,USA,Surfing,"No injury, shark bumped surfboard",White shark,N,white shark
2013.0,Unprovoked,USA,Snorkeling,FATAL,Tiger shark?,Y,tiger shark
2013.0,Unprovoked,USA,Surfing,"No injury, shark became entangled in his surfboard leash","Bull shark, 8'",N,bull shark
2013.0,Unprovoked,SOUTH AFRICA,Attempting to free the shark,"Unknown, but survived",Blacktip shark,N,blacktip shark
2013.0,Unprovoked,USA,Fishing,Minor injury to foot & shin,"Bull shark, 6' to 8'",N,bull shark
2013.0,Unprovoked,BAHAMAS,Spearfishing,Leg bitten,6' shark,N,
2013.0,Unprovoked,USA,Surfing,Lower leg bitten,"Tiger shark, 8' to 10' ",N,tiger shark
2013.0,Unprovoked,BAHAMAS,Cleaning fish,Bitten on left hand,Nurse shark,N,nurse shark
2013.0,Invalid,SPAIN,Swimming,"Scrape to right forearm. Frennet says inflicted by a blue shark, but authorities question shark involvement",Shark involvement not confirmed,,
2013.0,Invalid,JAMAICA,,Probable drowning with post-mortem bites,Shark involvement prior to death not confirmed,,
2013.0,Boating,USA,Kayaking / Fishing,"No injury, kayak scratched",White shark,N,white shark
2013.0,Unprovoked,USA,Swimming,Lacerations to left foot,"Possibly a Bull shark, 3'",N,bull shark
2013.0,Unprovoked,USA,Swimming,"Bitten on lower right leg, reported as a minor injury",4' to 5' shark,N,
2013.0,Unprovoked,USA,Swimming,Right thigh & calf bitten,"Tiger shark, 14'",N,tiger shark
2013.0,Unprovoked,USA,Boogie Boarding,Puncture marks to hand,4' to 5' shark,N,
2013.0,Provoked,USA,Fishing for sharks,Left hand bitten as he attempted to remove hook from shark PROVOKED INCIDENT,"Lemon shark, 4'",N,lemon shark
2013.0,Unprovoked,AUSTRALIA,Surfing,"No injury, board damaged",6' shark,N,
2013.0,Unprovoked,USA,Diving,Lacerations to right hand,Galapagos shark,N,galapagos shark
2013.0,Unprovoked,ECUADOR,Surfing,Superficial injury to left calf,Galapagos shark,N,galapagos shark
2013.0,Invalid,USA,Surfing,Shark bites were post-mortem,Invalid,,
2013.0,Unprovoked,REUNION,Body boarding,FATAL,Bull shark,Y,bull shark
2013.0,Unprovoked,USA,Surfing,Lacerations to left foot and ankle,a small shark,N,
2013.0,Provoked,AUSTRALIA,Fishing,Foot bitten by landed shark PROVOKED INCIDENT,"Wobbegong, 2m",N,
2013.0,Unprovoked,MEXICO,Swimming,Avulsion injury  to lower right leg,Tiger shark,N,tiger shark
2013.0,Unprovoked,AUSTRALIA,Fishing,Puncture wounds and lacerations to both legs,"Grey nurse shark, 3m",N,nurse shark
2013.0,Unprovoked,USA,Playing in the surf,Lacerations to right foot,3' shark,N,
2013.0,Unprovoked,SOUTH AFRICA,Free diving,"""Light scratch on hand/wrist area""",Blue shark,N,blue shark
2013.0,Unprovoked,USA,Surfing,Minor lacerations to right hand,Bull shark,N,bull shark
2013.0,Unprovoked,FRENCH POLYNESIA,Kite boarding,"Underside of board, fins and, harness were damaged, and left  hip, thigh and buttock sustained puncture wounds",Possibly a blacktip reef shark,N,blacktip shark
2013.0,Invalid,AUSTRALIA,,Disappeared. No evidence that he was taken by a shark,shark involvement not confirmed,,
2013.0,Unprovoked,USA,Surfing,Right thigh bitten,4' shark,N,
2013.0,Invalid,AUSTRALIA,Surfing,Never happened; it was a  hoax,No shark involvement,,
2013.0,Unprovoked,BELIZE,Snorkeling,Toe injured,Nurse shark,N,nurse shark
2013.0,Provoked,SOUTH AFRICA,Fishing - 'tag & release',Lacerations to left calf and heel from hooked shark PROVOKED INCIDENT,"Raggedtooth shark, 1.5 m",N,
2013.0,Unprovoked,JAMAICA,Spearfishing,FATAL,"Tiger shark, 4.8 m",Y,tiger shark
2013.0,Unprovoked,AUSTRALIA,Spearfishing,Laceration to left hand,"Bronze whaler shark, 2.5m",N,
2013.0,Unprovoked,PHILIPPINES,Swimming to shore with floatioon devices after boat engine conked out,Minor leg injuries,"""small sharks""",N,
2013.0,Unprovoked,NEW ZEALAND,Swimming,FATAL,"White shark, 4m",Y,white shark
2013.0,Unprovoked,USA,Surfing,Lacerations to right leg,reef shark?,N,
2013.0,Unprovoked,USA,Surfing,"No injury, shark bit rail of foam board",reef shark?,N,
2013.0,Unprovoked,USA,Surfing,Lacerations to right hand,"Blacktip shark, 4' to 5'",N,blacktip shark
